time,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T_amb,irrad,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10
2020-01-03 00:00:00,19.57,19.61,20.24,20.11,19.79,19.78,19.75,19.92,19.77,19.81,-0.63,0.0,1.0,0.479,0.0,0.0,0.365,0.458,0.513,0.162,0.469,0.383
2020-01-03 00:15:00,19.85,19.8,20.64,20.34,19.96,19.96,19.95,20.19,19.99,19.88,-0.49,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 00:30:00,20.02,19.94,20.92,20.52,20.14,20.27,20.23,20.67,20.31,20.0,-0.34,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 00:45:00,20.1,20.05,20.98,20.61,20.24,20.57,20.48,21.06,20.58,20.12,-0.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 01:00:00,20.18,20.11,21.09,20.68,20.29,20.78,20.66,21.37,20.79,20.24,-0.32,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 01:15:00,20.26,20.17,21.21,20.75,20.39,20.97,20.8,21.57,20.94,20.35,-0.44,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 01:30:00,20.35,20.24,21.35,20.85,20.47,21.11,20.91,21.76,21.05,20.44,-0.55,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 01:45:00,20.41,20.29,21.45,20.91,20.57,21.24,21.0,21.9,21.15,20.53,-0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 02:00:00,20.47,20.35,21.55,20.99,20.62,21.34,21.08,22.02,21.23,20.62,-0.79,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 02:15:00,20.52,20.39,21.63,21.04,20.71,21.44,21.14,22.11,21.31,20.7,-0.91,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 02:30:00,20.56,20.43,21.7,21.1,20.76,21.52,21.19,22.19,21.37,20.78,-1.03,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 02:45:00,20.6,20.46,21.76,21.15,20.82,21.59,21.24,22.26,21.42,20.85,-1.15,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 03:00:00,20.65,20.51,21.83,21.2,20.87,21.65,21.29,22.33,21.48,20.92,-1.17,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 03:15:00,20.69,20.54,21.88,21.25,20.93,21.71,21.33,22.39,21.52,20.99,-1.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 03:30:00,20.73,20.58,21.94,21.3,20.98,21.77,21.37,22.44,21.57,21.06,-1.22,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 03:45:00,20.76,20.61,21.99,21.34,21.04,21.83,21.41,22.49,21.62,21.13,-1.25,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 04:00:00,20.8,20.65,22.04,21.38,21.08,21.88,21.45,22.54,21.66,21.19,-1.3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 04:15:00,20.83,20.68,22.08,21.42,21.13,21.92,21.48,22.58,21.7,21.26,-1.36,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 04:30:00,20.86,20.71,22.12,21.46,21.17,21.97,21.51,22.62,21.73,21.32,-1.41,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 04:45:00,20.89,20.73,22.16,21.49,21.21,22.01,21.54,22.66,21.77,21.38,-1.47,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 05:00:00,20.91,20.76,22.2,21.53,21.25,22.05,21.57,22.69,21.8,21.44,-1.52,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 05:15:00,20.94,20.78,22.23,21.56,21.29,22.09,21.6,22.73,21.83,21.49,-1.57,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 05:30:00,20.96,20.81,22.27,21.59,21.32,22.12,21.63,22.76,21.86,21.55,-1.61,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 05:45:00,20.99,20.83,22.3,21.62,21.36,22.15,21.65,22.78,21.89,21.6,-1.66,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 06:00:00,21.01,20.85,22.33,21.65,21.39,22.19,21.68,22.81,21.92,21.66,-1.7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 06:15:00,21.03,20.87,22.36,21.68,21.42,22.22,21.7,22.83,21.94,21.71,-1.75,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 06:30:00,21.05,20.89,22.39,21.7,21.45,22.24,21.72,22.86,21.96,21.76,-1.79,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 06:45:00,21.07,20.91,22.41,21.73,21.48,22.27,21.74,22.88,21.99,21.81,-1.83,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 07:00:00,21.09,20.93,22.44,21.75,21.51,22.3,21.75,22.9,22.01,21.86,-1.85,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 07:15:00,21.11,20.95,22.46,21.77,21.54,22.32,21.77,22.92,22.03,21.91,-1.88,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 07:30:00,21.13,20.97,22.48,21.8,21.57,22.34,21.79,22.93,22.05,21.95,-1.91,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 07:45:00,21.14,20.98,22.5,21.82,21.59,22.37,21.8,22.95,22.07,22.0,-1.93,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 08:00:00,21.17,21.01,22.53,21.84,21.62,22.39,21.82,22.97,22.09,22.04,-1.88,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-01-03 08:15:00,20.56,20.43,22.11,21.3,21.33,22.17,21.53,22.69,21.8,21.99,-1.82,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 08:30:00,20.19,20.05,21.73,20.86,20.95,21.82,21.06,22.59,21.37,21.86,-1.77,121.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 08:45:00,19.94,19.93,21.52,20.61,20.78,21.54,21.28,22.75,21.02,21.71,-1.71,234.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 09:00:00,19.84,20.29,22.15,20.5,20.79,21.46,21.54,22.9,20.79,21.62,-1.3,346.8,0.028,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 09:15:00,19.87,20.57,22.85,20.5,21.03,21.44,21.9,23.32,20.64,21.51,-0.89,459.5,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 09:30:00,19.87,20.71,23.31,20.54,21.2,21.51,22.12,23.75,20.58,21.4,-0.47,492.1,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 09:45:00,19.86,20.78,23.64,20.56,21.29,21.6,22.21,24.18,20.57,21.3,-0.06,524.7,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 10:00:00,19.87,20.79,24.01,20.58,21.39,21.72,22.2,24.6,20.58,21.21,0.31,557.3,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 10:15:00,19.89,20.79,24.4,20.61,21.5,21.87,22.08,25.04,20.62,21.12,0.67,589.9,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
